EmotionType,Emotion,Character,Title,Kaomoji
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,✌.ʕʘ‿ʘʔ.✌
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ灬￫ᴥ￩灬ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•⍝͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ·(エ)· ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕథ౪థʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ￫ᴥ￩ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̫๑͡•ʔ∣ժ̅ʒ∾ෆ⃛
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•༘͡.•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,=͟͟͞͞•̫͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̫͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʢᵕᴗᵕʡ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̬͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͕͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̫͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͚͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͓͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͈͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̬͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̥͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̠͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•̮͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕº̫͡ºʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,◟ʕ´∀`ʔ◞
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ　·ᴥ·ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ·ᴥ·　ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ*̫͡*ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,˓˓ʕ՚Ջ՝ूɁ॰∘☼
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͡દ•ʔ❥ꋧ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͜ ͢ ͞ •ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ∙ჲ∙ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕっ•ᴥ•ʔっ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ∗ •́ ڡ •̀ ∗ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,୧ʕ ⇀ ⌂ ↼ ʔ୨
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ •̀ o •́ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ·͡ᴥ·ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕง•ᴥ•ʔง
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕっ˘ڡ˘ςʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ≧㉨≦ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ　·㉨·ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ´•㉨•`ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•㉨•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ￫ᴥ￩　ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,╲ʕ·ᴥ·　╲ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ； •`ᴥ•´ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ≧ᴥ≦ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ♡˙ᴥ˙♡ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ´•ᴥ•`ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕᴥ• ʔ☝
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ☞ᴥ ☜ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ╯• ⊱ •╰ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ/　·ᴥ·ʔ/
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕノ)ᴥ(ヾʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʅʕ•ᴥ•ʔʃ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ´•ᴥ•`ʔσ”
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ*ﾉᴥﾉʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,“φʕ•ᴥ•oʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,Σʕﾟᴥﾟﾉʔﾉ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ﾟ ● ﾟʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ •ᴥ•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕᴥ·　ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ　·ᴥʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ⊃･ ◡ ･ ʔ⊃
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ಡ ﹏ ಡ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,୧ʕ•̀ᴥ•́ʔ୨
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ·ᴥ·ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕº́גº̀ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ᵒ̌ ‸ ᵒ̌ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͡•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ´ ل͜ ´ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ – ▃ – ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ˵ ̿ ౪ ̿ ˵ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ-ᴥ – ʔԅ(`ɛ`ԅ)
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ” – ∧ – ” ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ▀ ਊ ▀ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ▀ ڡ ▀ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ି ڡ ି ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ” ￣ Ĺ̯ ￣ ” ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ཀ ⌂ ཀ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ☯ ڡ ☯ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ಡ Ĺ̯ ಡ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ԅʕ ◖ ᴥ ◗ ʔ୨
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,୧ʕ ◕ o ◕ ʔ୨
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ • ₒ • ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ˵ ͒ ʖ̯ ͒ ˵ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ᕦʕ . ☯ ᴥ ☯ . ʔᕤ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ”̣̫Ɂ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ•͡ȅ•ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ᕦʕ ⊙ ◡ ⊙ ʔᕤ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,୧ʕ ⊚ ͟ل͜ ⊚ ʔ୨
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ಡ ﹏ ಡ ʔ⊃―{}@{}@{}-
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕﾉﾉﾉ؈ㅎʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕﾉﾉﾉ_ㅎʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕﾉﾉﾉ_ʖʘʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕﾉﾉﾉ_ɔㅎʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ╹ヮ╹｡ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ≧⌄≦｡ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ๑廿ڡ廿ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕʘʟ_ʘʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ>⌓<｡ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ◔ᴥ◔ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ␥_␥ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ᏫᎲᏫ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ჽ ჟ ჽ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ = •́ .̫ •̀ = ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ⸋⸛⸋ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ᘎ ჟ ᘏ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ Ⴔ ჟ Ⴔ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ࿃࿆ _ ࿃࿆ ʔ
neutral,crazy,bear,ʕ•ᴥ•ʔ Style Bears,ʕ◉ᴥ◉ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕつ ͡◔ ᴥ ͡◔ʔつ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ ᓀ ᴥ ᓂ ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ´• ᴥ •`ʔ
positive,cute,bear,ʕ•ᴥ•ʔ Style Bears,ʕ◕ ͜ʖ◕ʔ
positive,cute,bear,Multiple Bears,ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ·͡ˑ·ཻʔෆ⃛ʕ•̫͡•ོʔ
positive,cute,bear,Multiple Bears,ʕ͙•̫͑͡•ʔͦʕͮ•̫ͤ͡•ʔ͙
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̼͛͡•ʕ-̺͛͡•ʔ•̮͛͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̭͡•ʕ•̯ͦ͡•ʕ•̻̀•́ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ོʔ•̫͡•ཻʕ•̫͡•ʔ•͓͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʔ❣ʕ-̼͡-ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ
positive,cute,bear,Multiple Bears,– =͟͟͞͞ʕ•̫͡•ʔ=͟͟͞͞ʕ•̫͡•ʔ=͟͟͞͞ʕ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ
positive,cute,bear,Multiple Bears,ʕ·͡ˑ·ཻʔෆ⃛ʕ•̫͡•ོʔ
positive,cute,bear,Multiple Bears,ʕ•ི̮͡•ྀʕ•̹͡-ʔ•ི̬͡•ྀʔ
positive,cute,bear,Multiple Bears,ʕ•̼͡•ʕ-̺͡•ʔ•̮͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̬͡•ʕ•̫͡•♥
positive,cute,bear,Multiple Bears,ʕ•̫͡•ིʔྀʕ•̫͡•ིʔྀʕ•̫͡•ིʔྀ
positive,cute,bear,Multiple Bears,◟ʕ´∀`ʔ◞◟ʕ´∀`ʔ ◞
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʔ♡ʕ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•͡ω•ʔʕ•͡-•ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡ʕ•̫͡ʕ•̫͡ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʔ•̫͡•ʔ
positive,cute,bear,Multiple Bears,=͟͟͞͞ʕ•̀=͟͟͞͞ʕ•̀▿•́=͟͟͞͞ʕ•̀▿•́ʔ=͟͟͞͞ʕ•̀▿•
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ
positive,cute,bear,Multiple Bears,•̫͡•ʔʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ̫͡ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ̫͡ʔ-̫͡-ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ･_･ ;ʔ≡ʕ; ･_･ʔ
positive,cute,bear,Multiple Bears,ʕㅎ_ㅎ ʔっ)´ζ｀;ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ*̫͡*ʕ•͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʔ❤ʕ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ♡
positive,cute,bear,Multiple Bears,=͟͟͞͞ʕ•̫͡•ʔ =͟͟͞͞ʕ•̫͡•ʔ =͟͟͞͞ʕ•̫͡•ʔ =͟͟͞͞ʕ•̫͡•ʔ =͟͟͞͞ʕ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•̫͡•ʔ →ʕ•̫͡•̫͡•ʔ →ʕ•̫͡•=•̫͡•ʔ →ʕ•̫͡•ʔ ʕ•̫͡•ʔ
positive,cute,bear,Multiple Bears,ʕ•͕͡•ʔ ʕ•̫͡•ʔ ʕ•͚͡•ʔ ʕ•͓͡•ʔ ʕ•͈͡•ʔ ʕ•̬͡•ʔ ʕ•̥͡•ʔ ʕ•̠͡•ʔ ʕ•̮͡•ʔ
positive,cute,bear,Multiple Bears,♡ღ‿ღ♡ ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ ♡ღ‿ღ♡
positive,cute,bear,Tiny Bears,ˁ˙˟˙ˀ
positive,cute,bear,Tiny Bears,ˁ˙͠˟˙ˀ
positive,cute,bear,Tiny Bears,ˁ˙͡˟˙ˀ
positive,cute,bear,Tiny Bears,ˁᵒ͡ˑ̉ᵒˀ
positive,cute,bear,Tiny Bears,ˁ῁̩ˀ
positive,cute,bear,Tiny Bears,⁽͑˙˚̀Ꮉ˚́˙⁾̉
positive,cute,bear,Tiny Bears,ˁ῁͓ˀ
positive,cute,bear,Tiny Bears,ˁ῁̭ˀ
positive,cute,bear,Tiny Bears,ˁ῁̮ˀ
positive,cute,bear,Tiny Bears,ˁ῁̱ˀ
positive,cute,bear,Tiny Bears,ˁ῁̥ˀ
positive,cute,bear,Tiny Bears,ˁ῁̼ˀ
positive,cute,bear,Tiny Bears,ˁ῁̩ˀ
positive,cute,bear,Tiny Bears,ˁ῁̬ˀ
positive,cute,bear,Tiny Bears,ˁ῁̯ˀ
positive,cute,bear,Tiny Bears,ˁ῁̰ˀ
negative,angry,bear,エ Style Bears,“(`(エ)´)ノ
neutral,meh,bear,エ Style Bears,(/-(ｴ)-＼)
neutral,meh,bear,エ Style Bears,(｀(エ)´)ﾉ
neutral,meh,bear,エ Style Bears,(´(エ)｀)
neutral,meh,bear,エ Style Bears,(*￣(ｴ)￣*)
neutral,meh,bear,エ Style Bears,(／(ｴ)＼)
neutral,meh,bear,エ Style Bears,(／￣(ｴ)￣)／
positive,happy,bear,エ Style Bears,(^(エ)^)
neutral,meh,bear,エ Style Bears,(￣(エ)￣)
neutral,meh,bear,エ Style Bears,(￣(エ)￣)ゞ
neutral,meh,bear,エ Style Bears,(￣(ｴ)￣)ﾉ
positive,cute,bear,エ Style Bears,(●｀･(ｴ)･´●)
neutral,meh,bear,エ Style Bears,(●￣(ｴ)￣●)
neutral,meh,bear,エ Style Bears,《/(￣(ｴ)￣)ゞ》
neutral,meh,bear,エ Style Bears,＼(・｀(ｪ)・)/
neutral,meh,bear,エ Style Bears,⊂(・(ェ)・)⊃
neutral,meh,bear,エ Style Bears,⊂(^(工)^)⊃
neutral,meh,bear,エ Style Bears,⊂(￣(ｴ)￣)⊃
neutral,meh,bear,エ Style Bears,⊂(￣(工)￣)⊃
neutral,meh,bear,エ Style Bears,⊂(◎(工)◎)⊃
negative,sad,bear,エ Style Bears,ヾ(T(エ)Tヽ)
neutral,meh,bear,エ Style Bears,ヽ(￣(ｴ)￣)ﾉ
neutral,meh,bear,エ Style Bears,ヾ(´(ｴ)｀ﾉﾞ
neutral,hungry,bear,エ Style Bears,Ψ(￣(ｴ)￣)Ψ
neutral,meh,bear,エ Style Bears,┏((＝￣(ｴ)￣=))┛
negative,angry,bear,エ Style Bears,＼＼\ ٩(`(エ)´ )و //／／
neutral,shy,bear,エ Style Bears,(///◔(ｪ)◔///)
neutral,meh,bear,エ Style Bears,(･(ｪ)･)
neutral,meh,bear,エ Style Bears,(∪￣ ㋓ ￣∪)
neutral,meh,bear,エ Style Bears,(இ(エ)இ｀)
neutral,meh,bear,エ Style Bears,(Θ(ｴ)Θ*)
neutral,meh,bear,エ Style Bears,⊂(▼(工)▼ﾒ)⊃
negative,worried,bear,エ Style Bears,(;ﾟ(ｴ)ﾟ)
neutral,meh,bear,エ Style Bears,＿〆ヾ(￣(エ)￣)
neutral,meh,bear,エ Style Bears,|](ｴ)￣)
neutral,meh,bear,エ Style Bears,( ;-(ｴ)-)ゞ
neutral,meh,bear,エ Style Bears,( -(ｴ)-)ゞ
neutral,meh,bear,エ Style Bears,┐(´(エ)｀)┌
neutral,meh,bear,エ Style Bears,∑(＿(工)＿;)
neutral,meh,bear,エ Style Bears,(●￣(ｴ)￣●)ゞ
neutral,meh,bear,エ Style Bears,|ｴ)･)⊃
neutral,meh,bear,エ Style Bears,┳┳ヾ(T(エ)Tヽ)
neutral,meh,bear,エ Style Bears,〔´（エ）｀〕
neutral,meh,bear,エ Style Bears,( ´ﾉ(ｴ)｀)´(ｴ)｀)
neutral,meh,bear,エ Style Bears,(´･(ｪ)･｀)
neutral,meh,bear,エ Style Bears,（＊￣（エ）￣）ノ
neutral,meh,bear,エ Style Bears,(*ゝ(ェ)･)ﾉ.｡o○
neutral,meh,bear,エ Style Bears,⊂(*’(ェ)’)⊃
neutral,meh,bear,エ Style Bears,(｡ﾉ･(ｴ)･｡)ﾉ
neutral,meh,bear,エ Style Bears,┣o(￣(エ)￣o )≡(/￣(エ)￣)/┳┳
neutral,meh,bear,エ Style Bears,(/￣(ｴ)￣)/ ⌒ ○┼<
negative,angry,bear,エ Style Bears,(=(=(=(=(=(／(ｴ)￣)／
neutral,meh,bear,エ Style Bears,|￣(ｴ)￣) |(ｴ)￣) |￣) |
neutral,meh,bear,エ Style Bears,",,,,,,,,((*￣(ｴ)￣)ﾉ ⌒☆ o*＿(x)_)"
negative,scared,human,エ Style Bears,ヾ(ﾟﾛﾟ((≡◯≠≠(￣(ｪ)￣ )
neutral,meh,bear,エ Style Bears,ε-(￣(ｴ)￣*)/ ⌒>ﾟ)##)彡
neutral,meh,bear,エ Style Bears,<(￣(エ)￣;))((;￣(エ)￣)ゞ
neutral,meh,bear,エ Style Bears,。゜（゜＾ェ＾゜）゜。
neutral,meh,bear,エ Style Bears,∑(;￣(ｴ)￣)o/￣￣￣￣￣￣~ ゞ●)))彡
neutral,meh,bear,エ Style Bears,><(((( ﾟ<~￣￣￣＼o(￣(ｴ)￣)o/￣￣￣~>ﾟ ))))><
neutral,meh,bear,エ Style Bears,>ﾟ;)))彡=3=3=3=3 ＼(￣(ｴ)￣＼))
neutral,meh,bear,エ Style Bears,†┏┛墓┗┓† ~((～~~(m￣(ｴ)￣)m
neutral,meh,bear,エ Style Bears,⊂(ﾉ￣￣￣(工)￣￣￣)⊃ﾉ~~~~~━━━┻━━┻━━━
neutral,meh,bear,エ Style Bears,♪(*￣(ｴ)￣)o/￣￣￣￣￣￣~ >ﾟ )))>彡
neutral,meh,bear,エ Style Bears,(“￣(ｴ)￣)o/￣￣￣￣~>ﾟ )++++<<
neutral,meh,bear,エ Style Bears,",,,((／￣(ｴ)￣)／ ε=ε=ε=ε=ミ(((;ﾟ<"
neutral,meh,bear,エ Style Bears,☆｡､::｡.::･’ﾟ＼＼￣(ｴ)￣)♪clap clap♪(￣(ｴ)￣／／ﾟ’･::.｡::､｡☆
neutral,meh,bear,エ Style Bears,ヽ(￣(エ)￣(￣(エ)￣⊂(●￣(エ)￣●)⊃￣(エ)￣)￣(エ)￣)ﾉ
neutral,meh,bear,エ Style Bears,⊂(ﾉ-(工)-)⊃ﾉ 中☆(o_ _)o ．ｚＺ
negative,angry,bear,エ Style Bears,(*｀ェ(*｀ェ(*｀ェ(*`ェ´*)ェ´*)ェ´*)ェ´*)
positive,cute,bear,㉨ or ᄌ Style Bears,(✪㉨✪)
positive,cute,bear,㉨ or ᄌ Style Bears,(ó㉨ò)
positive,cute,bear,㉨ or ᄌ Style Bears,・㉨・
positive,cute,bear,㉨ or ᄌ Style Bears,(♥ó㉨ò)ﾉ♡
positive,cute,bear,㉨ or ᄌ Style Bears,ヾ(;￫㉨￩)ﾉ
positive,cute,bear,㉨ or ᄌ Style Bears,⊂(ο･㉨･ο)⊃
positive,cute,bear,㉨ or ᄌ Style Bears,✧(๑•́ᄌ⃝ก̀๑)⋆*ೃ:.
positive,cute,bear,㉨ or ᄌ Style Bears,(๑･㉨･๑)
positive,cute,bear,㉨ or ᄌ Style Bears,(๏㉨๏)
positive,cute,bear,㉨ or ᄌ Style Bears,(♥ó㉨ò)ノ
positive,cute,bear,㉨ or ᄌ Style Bears,ヾ(♥ó㉨ò)ﾉ
positive,cute,bear,㉨ or ᄌ Style Bears,(´ᄌ⃝`๑)
positive,cute,bear,㉨ or ᄌ Style Bears,(❝᷁ॕᄌ❝᷁ॕ)
positive,cute,bear,㉨ or ᄌ Style Bears,(ó㉨ò)ﾉ♡
positive,cute,bear,㉨ or ᄌ Style Bears,ヾ(๑￫ˇ㉨￩)ノ
positive,cute,bear,㉨ or ᄌ Style Bears,⊂(ο･㉨･ο）⊃
positive,love,bear,㉨ or ᄌ Style Bears,(人´㉨｀)♡
positive,cute,bear,㉨ or ᄌ Style Bears,[｡◉㉨◉]
positive,cute,bear,㉨ or ᄌ Style Bears,ლ(❤◕㉨◕❤ლ
positive,love,bear,㉨ or ᄌ Style Bears,(人･㉨･)♡
positive,cute,bear,㉨ or ᄌ Style Bears,( ͒•ㅈ• ͒)
positive,cute,bear,㉨ or ᄌ Style Bears,( ᵌ ㅊ ᵌ )
positive,cute,bear,㉨ or ᄌ Style Bears,"(੭ ◕㉨◕)੭ =͟͟͞͞=͟͟͞͞三❆)’дº);,’:=͟͟͞͞"
positive,excited,bear,㉨ or ᄌ Style Bears,=ﾟ*｡:ﾟ+High(￫㉨￩)ﾊ(￫㉨￩)Five!+ﾟ*｡:ﾟ+
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,⁝⁞⁝⁞ʕु•̫͡•ʔु☂⁝⁞⁝⁝
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕु-̫͡-ʔु”♬
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕ”̮ुॽु✚⃞ྉ*✲ﾟ*｡⋆
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕु-̫͡-ʔु”
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕु•̫͡•ʔु ✧
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕु•̫͡•ʔु☂
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕु-̫͡-ʔु”
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,ʕ•̫͡•ॽु✚⃞ྉ*✲ﾟ*｡⋆
positive,cute,bear,ʕु•̫͡•ʔु Style Bears, ʕु•̫͡•ʔुʔ•̫͡•ཻʕʕु•̫͡•ʔु
positive,cute,bear,ʕु•̫͡•ʔु Style Bears,°◦=͟͟͞͞ʕ̡̢̡ु•̫͡•ʔ̡̢̡ु ☏
positive,cute,bear,Miscellaneous Bears,(I)^)
positive,cute,bear,Miscellaneous Bears,( (ﾐ´ω`ﾐ))
positive,cute,bear,Miscellaneous Bears,(⋈⚭⃛ ⌅⃝⚭⃛)ᕘ
positive,cute,bear,Miscellaneous Bears,( ´ิ(ꈊ) ´ิ)
positive,cute,bear,Miscellaneous Bears,૮(ੱꀧੱ ⋆)ა
positive,cute,bear,Miscellaneous Bears,(･(仝)･)
positive,cute,bear,Miscellaneous Bears,( ◍•㉦•◍ )
positive,cute,bear,Miscellaneous Bears,∩(☉⌄⃝☉)∩
positive,cute,bear,Miscellaneous Bears,｡•ﻌ•｡ฅ ✩
positive,cute,bear,Miscellaneous Bears,(⚬॔ꀦ॓⚬)
positive,cute,bear,Miscellaneous Bears,❃ႣᄎႣ❃
positive,cute,bear,Miscellaneous Bears,ᑦ(⁎ᐡᆺᐡ)ᐣ
positive,cute,bear,Miscellaneous Bears,తꀧత
positive,cute,bear,Miscellaneous Bears,╰໒( ͡ຈ ᴥ ຈ͡ )७╯
positive,cute,bear,Miscellaneous Bears,⪿ ◠﹏◠ ⫀
positive,cute,bear,Miscellaneous Bears,⊂(●´(Ω)｀●)⊃
positive,cute,bear,Miscellaneous Bears,(͒ˊ(❢)ˋ)
positive,cute,bear,Miscellaneous Bears,(｡･ω･｡)
positive,cute,bear,Miscellaneous Bears,(*ノ・ω・）
positive,cute,bear,Miscellaneous Bears,川´･ω･`川
